體育專區,#genre#
爱尔达3,rtmp://59.124.75.153:1935/sat/md041
爱尔达3,rtmp://59.124.75.153:1935/sat/md031
爱尔达3,rtmp://161.202.204.248:1935/sat/md041
爱尔达3,rtmp://161.202.204.248:1935/sat/md031
爱尔达1,rtmp://59.124.75.153/sat/md051
爱尔达2,rtmp://59.124.75.153/sat/md021
爱尔达1,rtmp://59.124.75.153/sat/md011
爱尔达1,rtmp://161.202.204.248:1935/sat/md051
爱尔达1,rtmp://161.202.204.248/sat/md011
緯來體育HD,rtmp://161.202.204.248:1935/sat/tv721 
NBA體育台,https://www.livedoomovie.com/02_nbahd_720p/chunklist.m3u8 
ELEVEN體育 1,rtmp://161.202.204.248:1935/sat/tv731 
ELEVEN體育 2,rtmp://161.202.204.248:1935/sat/tv741 
FOX體育新聞,https://austchannel-live.akamaized.net/hls/live/2002736/austchannel-sport/master.m3u8 
FOX體育一台,https://www.livedoomovie.com/02_foxsport_720p/chunklist.m3u8 
FOX體育二台,https://www.livedoomovie.com/02_FoxSport2_TH_720p/chunklist.m3u8 
FOX體育三台,https://www.livedoomovie.com/02_FoxSport3_TH_720p/chunklist.m3u8 
賽馬Throughbred Central,https://skylivesky-i.akamaihd.net/hls/live/569780/skylive/stcsd_extreme@569780.m3u8 
賽馬Dubai Racing 1,http://dmisvthvll.cdn.mangomolo.com/events/smil:events.smil/chunklist_b1600000.m3u8 
賽馬Dubai Racing 2,http://dmithrvll.cdn.mangomolo.com/dubairacing/smil:dubairacing.smil/chunklist_b1600000.m3u8 
賽馬Dubai Racing 3,http://dmithrvll.cdn.mangomolo.com/dubaimubasher/smil:dubaimubasher.smil/playlist.m3u8 
WWE世界摔角,http://185.180.221.194:8278/streams/d/Wwe/playlist.m3u8 
Z頻道,rtmp://202.39.64.233/channel/60b4e50239e1b02e8b910d64?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D 


央视高清,#genre#

CCTV-1综合,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221227014/index.m3u8
CCTV-1综合,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225922/index.m3u8
CCTV-1综合,http://39.135.138.60:18890/PLTV/88888910/224/3221225618/index.m3u8
CCTV-1综合,http://39.134.24.24/PLTV/88888888/224/3221225829/index.m3u8
CCTV-1综合,http://39.134.24.24/PLTV/88888888/224/3221225684/index.m3u8
CCTV-1综合,http://39.134.155.133/PLTV/88888888/224/3221225658/index.m3u8
CCTV-1综合,http://39.134.115.163:8080/PLTV/88888910/224/3221225642/index.m3u8
CCTV-1综合,http://223.110.245.170/PLTV/3/224/3221225530/index.m3u8
CCTV-1综合,http://223.110.243.159/ott.js.chinamobile.com/PLTV/3/224/3221227725/index.m3u8
CCTV-1综合,http://183.207.248.71:80/cntv/live1/HD-8000k-1080P-cctv1/HD-8000k-1080P-cctv1
CCTV-2财经,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226915/index.m3u8
CCTV-2财经,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225923/index.m3u8
CCTV-2财经,http://39.135.138.60:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV-2财经,http://39.135.138.59:18890/PLTV/88888910/224/3221225642/index.m3u8
CCTV-2财经,http://39.134.24.24/PLTV/88888888/224/3221225831/index.m3u8
CCTV-2财经,http://39.134.155.153/PLTV/88888888/224/3221225650/index.m3u8
CCTV-2财经,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV-2财经,http://223.110.245.164/ott.js.chinamobile.com/PLTV/3/224/3221227696/index.m3u8
CCTV-2财经,http://183.207.248.71:80/cntv/live1/HD-8000k-1080P-cctv2/HD-8000k-1080P-cctv2
CCTV-3综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV-3综艺,http://39.134.24.24/PLTV/88888888/224/3221226023/index.m3u8
CCTV-3综艺,http://39.134.24.24/PLTV/88888888/224/3221225807/index.m3u8
CCTV-3综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV-3综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225634/index.m3u8
CCTV-3综艺,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227650/index.m3u8
CCTV-3综艺,http://183.207.248.71:80/cntv/live1/HD-8000k-1080P-cctv3/HD-8000k-1080P-cctv3
CCTV-3综艺,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-3/1.m3u8
CCTV-3综艺,http://111.63.117.13:6060/030000001000/CCTV-3/CCTV-3.m3u8
CCTV-4国际,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226968/index.m3u8
CCTV-4国际,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV-4国际,http://39.134.155.215/PLTV/88888888/224/3221225641/index.m3u8
CCTV-4国际,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV-4国际,http://223.110.245.142/ott.js.chinamobile.com/PLTV/3/224/3221227658/index.m3u8
CCTV-4国际,http://183.207.248.71:80/cntv/live1/cctv-4/cctv-4
CCTV-4国际,http://117.136.154.86/PLTV/88888888/224/3221225501/index.m3u8
CCTV-5体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225648/index.m3u8
CCTV-5体育,http://39.134.39.39/PLTV/88888888/224/3221226224/index.m3u8
CCTV-5体育,http://39.134.24.24/PLTV/88888888/224/3221226025/index.m3u8
CCTV-5体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
